Event ID,Title,Category/Tags,Date/Time,Timestamp,Location,Description,Organizer Name,Ticket Price,Free Flag,Ticket URL
cineplexx_20250810_2068,Ф1,Драма,2025-08-10 19:00,1754845200,Cineplexx Skopje City Mall,"Можно е само онлајн купување, резервации не се можни.",Cineplexx,250 MKD,False,https://www.cineplexx.mk/film/f1?date=2025-08-10&location=all
cineplexx_20250810_9102,Фантастичната 4: Први чекори,Акција,2025-08-10 19:00,1754845200,Cineplexx Skopje City Mall,"Можно е само онлајн купување, резервации не се можни.",Cineplexx,250 MKD,False,https://www.cineplexx.mk/film/fantasticnata-4-prvi-cekori?date=2025-08-10&location=all
cineplexx_20250810_6853,Филм за Штрумфовите,Авантура,2025-08-10 19:00,1754845200,Cineplexx Skopje City Mall,"Можно е само онлајн купување, резервации не се можни.",Cineplexx,250 MKD,False,https://www.cineplexx.mk/film/%D0%A4%D0%B8%D0%BB%D0%BC-%D0%B7%D0%B0-%D0%A8%D1%82%D1%80%D1%83%D0%BC%D1%84%D0%BE%D0%B2%D0%B8%D1%82%D0%B5?date=2025-08-10&location=all
cineplexx_20250811_4886,Бетмен: Почеток (Open Air Cinema),Акција,2025-08-11 19:00,1754931600,Cineplexx Skopje City Mall,"Можно е само онлајн купување, резервации не се можни.",Cineplexx,250 MKD,False,https://www.cineplexx.mk/film/batman-begins?date=all&location=null
cineplexx_20250811_2534,Хари Потер и Каменот на мудроста,Фантазија,2025-08-11 19:00,1754931600,Cineplexx Skopje City Mall,"Можно е само онлајн купување, резервации не се можни.",Cineplexx,250 MKD,False,https://www.cineplexx.mk/film/harry-potter-and-the-philosopher's-stone?date=all&location=null
cineplexx_20250811_7781,Почеток (Open Air Cinema),Акција,2025-08-11 19:00,1754931600,Cineplexx Skopje City Mall,"Можно е само онлајн купување, резервации не се можни.",Cineplexx,250 MKD,False,https://www.cineplexx.mk/film/inception?date=all&location=null
cineplexx_20250811_720,Бетмен: Мрачниот витез (Open Air Cinema),Драма,2025-08-11 19:00,1754931600,Cineplexx Skopje City Mall,"Можно е само онлајн купување, резервации не се можни.",Cineplexx,250 MKD,False,https://www.cineplexx.mk/film/the-dark-knight?date=all&location=null
cineplexx_20250811_5994,Бал-кан-кан,Комедија,2025-08-11 19:00,1754931600,Cineplexx Skopje City Mall,"Можно е само онлајн купување, резервации не се можни.",Cineplexx,250 MKD,False,https://www.cineplexx.mk/film/bal-kan-kan?date=all&location=null
cineplexx_20250811_1117,Хари Потер и Одајата на тајните,Фантазија,2025-08-11 19:00,1754931600,Cineplexx Skopje City Mall,"Можно е само онлајн купување, резервации не се можни.",Cineplexx,250 MKD,False,https://www.cineplexx.mk/film/harry-potter-and-the-chamber-of-secrets?date=all&location=null
cineplexx_20250811_730,Исцелител (Open Air Cinema),Комедија,2025-08-11 19:00,1754931600,Cineplexx Skopje City Mall,"Можно е само онлајн купување, резервации не се можни.",Cineplexx,250 MKD,False,https://www.cineplexx.mk/film/iscelitel?date=all&location=null
cineplexx_20250811_2376,Невозможна мисија: Одмазда прв дел (Open Air Cinema),Акција,2025-08-11 19:00,1754931600,Cineplexx Skopje City Mall,"Можно е само онлајн купување, резервации не се можни.",Cineplexx,250 MKD,False,https://www.cineplexx.mk/film/mission-impossible-7?date=all&location=null
cineplexx_20250811_9427,Лошите момци 2,Комедија,2025-08-11 19:00,1754931600,Cineplexx Skopje City Mall,"Можно е само онлајн купување, резервации не се можни.",Cineplexx,250 MKD,False,https://www.cineplexx.mk/film/the-bad-guys-2?date=all&location=null
cineplexx_20250811_6037,Хари Потер и Затвореникот од Азкабан,Фантазија,2025-08-11 19:00,1754931600,Cineplexx Skopje City Mall,"Можно е само онлајн купување, резервации не се можни.",Cineplexx,250 MKD,False,https://www.cineplexx.mk/film/harry-potter-and-the-prisoner-of-azkaban?date=all&location=null
cineplexx_20250811_6448,Бетмен: Подемот на Темниот Витез (Open Air Cinema),Акција,2025-08-11 19:00,1754931600,Cineplexx Skopje City Mall,"Можно е само онлајн купување, резервации не се можни.",Cineplexx,250 MKD,False,https://www.cineplexx.mk/film/the-dark-knight-rises?date=all&location=null
cineplexx_20250811_1492,*Zweitland,Драма,2025-08-11 19:00,1754931600,Cineplexx Skopje City Mall,"Можно е само онлајн купување, резервации не се можни.",Cineplexx,250 MKD,False,https://www.cineplexx.mk/film/*Zweitland?date=all&location=null
cineplexx_20250811_7688,Повикувања 4: Последни обреди,Трилер,2025-08-11 19:00,1754931600,Cineplexx Skopje City Mall,"Можно е само онлајн купување, резервации не се можни.",Cineplexx,250 MKD,False,https://www.cineplexx.mk/film/the-conjuring-last-rites?date=all&location=null
cineplexx_20250811_661,Војна на ѕвездите: Империјата го возвраќа ударот (Open Air Cinema),Фантазија,2025-08-11 19:00,1754931600,Cineplexx Skopje City Mall,"Можно е само онлајн купување, резервации не се можни.",Cineplexx,250 MKD,False,https://www.cineplexx.mk/film/star-wars-episode-v-the-empire-strikes-back?date=all&location=null
cineplexx_20250811_5825,at Project Hail Mary OV,Акција,2025-08-11 19:00,1754931600,Cineplexx Skopje City Mall,"Можно е само онлајн купување, резервации не се можни.",Cineplexx,250 MKD,False,https://www.cineplexx.mk/film/at-Project-Hail-Mary-OV?date=all&location=null
